X,Y,OBJECTID,CODIGO_EST,UF,ENTIDADE_R,CORPO_DAGU,AMBIENTE,NU1FOSFORO,ME1FOSFORO,MI1FOSFORO,MA1FOSFORO,SD1FOSFORO,LATITUDE,LONGITUDE
-37.52574,-10.762619999653406,434,50183000,SE,SEMARH/SRH,Rio Lomba,1,2,0.435,0.16,0.71,0.389,-10.76262,-37.52574
-37.46535,-10.713809999654901,435,50183500,SE,SEMARH/SRH,Rio das Traíras,1,2,0.325,0.08,0.57,0.346,-10.71381,-37.46535
-37.35135,-10.136739999672626,436,50191000,SE,ANA/SEMARH,Rio Vaza Barris,1,2,0.285,0.05,0.52,0.332,-10.13674,-37.35135
-37.49907,-11.00244999964605,437,50194000,SE,SEMARH/SRH,Rio Piauitinga,1,2,0.272,0.034,0.51,0.337,-11.00245,-37.49907
-37.49489,-11.058229999644311,438,50195500,SE,SEMARH/SRH,Riacho Grilo,1,2,0.272,0.034,0.51,0.337,-11.05823,-37.49489
-37.58717,-11.100969999643041,439,50200000,SE,SEMARH/SRH,Rio Piauí,1,2,0.297,0.034,0.56,0.372,-11.10097,-37.58717
-37.74427,-10.989759999646409,440,50203000,SE,SEMARH/SRH,Rio Piauí,1,2,0.275,0.03,0.52,0.346,-10.98976,-37.74427
-37.73191,-10.946619999647737,441,50205000,SE,SEMARH/SRH,Rio Jacaré,1,2,0.45,0.16,0.74,0.41,-10.94662,-37.73191
-37.64111,-11.216309999639527,442,50221000,SE,SEMARH/SRH,Riacho Areais,1,2,0.277,0.034,0.52,0.344,-11.21631,-37.64111
-37.34882,-11.194299999640176,443,50229500,SE,SEMARH/SRH,Rio Fundo,1,2,0.272,0.034,0.51,0.337,-11.1943,-37.34882
-37.39187,-11.255609999638303,444,50229800,SE,SEMARH/SRH,Rio Biriba,1,2,0.267,0.034,0.5,0.33,-11.25561,-37.39187
-37.62003,-11.40140999963387,445,50241000,SE,SEMARH/SRH,Rio Pagão/Guararema/Riachão,1,2,0.267,0.034,0.5,0.33,-11.40141,-37.62003
-37.55314,-11.344969999635587,446,50243000,SE,SEMARH/SRH,Rio Pagão/Guararema,1,2,0.272,0.034,0.51,0.337,-11.34497,-37.55314
-37.45019,-11.346389999635534,447,50244000,SE,SEMARH/SRH,Rio João Dias/Ariquitiba,1,2,0.272,0.034,0.51,0.337,-11.34639,-37.45019
-37.47269,-11.355209999635271,448,50245000,SE,SEMARH/SRH,Rio Guararema,1,2,0.26,0.01,0.51,0.354,-11.35521,-37.47269
-37.47366,-11.35617999963525,449,50245100,SE,SEMARH/SRH,Rio Sapucaia,1,2,0.275,0.03,0.52,0.346,-11.35618,-37.47366
-37.49134,-11.473749999631668,450,50285000,SE,SEMARH/SRH,Rio Guararema ou Indiaroba,1,2,0.277,0.034,0.52,0.344,-11.47375,-37.49134
-37.66391,-11.481669999631439,451,50286000,SE,SEMARH/SRH,Rio Itamirim,1,2,0.27,0.03,0.51,0.339,-11.48167,-37.66391
-37.52871,-11.506399999630672,452,50288000,SE,SEMARH/SRH,Rio Paripe,1,2,0.26,0.01,0.51,0.354,-11.5064,-37.52871
-47.59631,-16.0415799994983,453,60019000,DF,ADASA,Rio Samambaia,1,4,0.152,0.04,0.43,0.186,-16.04158,-47.59631
-48.17417,-15.735559999506881,454,60435250,DF,ADASA,RIBEIRÃO RODEADOR,1,4,0.17,0.01,0.63,0.307,-15.73556,-48.17417
-48.16833,-15.754719999506351,455,60435405,DF,ADASA,RIBEIRÃO DAS PEDRAS,1,4,0.164,0.01,0.6,0.291,-15.75472,-48.16833
-48.23111,-15.776939999505732,456,60435490,DF,ADASA,BARRAGEM DESCOBERTO,1,4,0.209,0.01,0.42,0.201,-15.77694,-48.23111
-48.09485,-15.852909999503577,457,60436145,DF,ADASA,Informação não disponível,1,6,0.337,0.01,1.35,0.507,-15.85291,-48.09485
-48.25889,-15.931389999501389,458,60436150,DF,ADASA,RIO DESCOBERTO,1,4,0.509,0.01,1.43,0.663,-15.93139,-48.25889
-48.25902,-15.926809999501481,459,60436185,DF,ADASA,Informação não disponível,1,4,1.089,0.04,2.32,1.098,-15.92681,-48.25902
-48.2479,-15.943749999501048,460,60436195,DF,ADASA,Informação não disponível,1,4,0.484,0.06,1.45,0.652,-15.94375,-48.2479
-48.27208,-16.008189999499237,461,60436300,DF,ADASA,Informação não disponível,1,4,0.714,0.04,1.37,0.688,-16.00819,-48.27208
-48.24541,-16.053199999497973,462,60436400,DF,ADASA,Informação não disponível,1,4,0.077,0.01,0.16,0.069,-16.0532,-48.24541
-48.13817,-16.035689999498448,463,60443830,DF,ADASA,Informação não disponível,1,4,0.402,0.01,0.9,0.421,-16.03569,-48.13817
-48.02083,-16.052219999497975,464,60443975,DF,ADASA,RIBEIRÃO SANTA MARIA,1,4,0.267,0.04,0.63,0.255,-16.05222,-48.02083
-48.08262,-16.045969999498183,465,60444035,DF,ADASA,Informação não disponível,1,4,0.523,0.01,1.161,0.493,-16.04597,-48.08262
-48.00678,-15.807909999504821,466,60447700,DF,ADASA,Informação não disponível,1,4,0.169,0.01,0.47,0.206,-15.80791,-48.00678
-47.6715,-15.66874999950873,467,60471185,DF,ADASA,Informação não disponível,1,4,0.446,0.038,1.5,0.707,-15.66875,-47.6715
-47.66056,-15.678329999508497,468,60473020,DF,ADASA,RIBEIRÃO PIPIRIPAU,1,4,0.049,0.01,0.09,0.042,-15.67833,-47.66056
-47.67611,-15.733609999506919,469,60474300,DF,ADASA,RIBEIRÃO SOBRADINHO,1,4,0.067,0.01,0.14,0.057,-15.73361,-47.67611
-47.70066,-15.809579999504773,470,60476155,DF,ADASA,Informação não disponível,1,4,0.483,0.07,1.615,0.756,-15.80958,-47.70066
-47.70483,-15.818749999504547,471,60476170,DF,ADASA,Informação não disponível,1,4,0.51,0.03,1.77,0.841,-15.81875,-47.70483
-47.09197,-15.797299999505135,472,60477350,DF,ADASA,RIBEIRÃO DO TORTO,1,4,0.222,0.01,0.83,0.405,-15.7973,-47.09197
-47.89421,-15.797299999505135,473,60477630,DF,ADASA,RIBEIRÃO BANANAL,1,4,0.063,0.01,0.16,0.069,-15.7973,-47.89421
-47.97762,-15.857639999503439,474,60477800,DF,ADASA,Informação não disponível,1,4,0.245,0.01,0.77,0.353,-15.85764,-47.97762
-47.9322,-15.797299999505135,475,60478320,DF,ADASA,RIACHO FUNDO,1,4,0.312,0.01,0.97,0.444,-15.7973,-47.9322
-47.84056,-16.053329999497979,476,60478477,DF,ADASA,RIBEIRÃO MARIA PEREIRA,1,4,0.095,0.01,0.19,0.078,-16.05333,-47.84056
-47.93778,-16.049719999498045,477,60478481,DF,ADASA,CÓRREGO SAIA VELHA,1,4,0.223,0.01,0.66,0.306,-16.04972,-47.93778
-47.94428,-15.940689999501126,478,60478485,DF,ADASA,Informação não disponível,1,4,0.293,0.03,0.8,0.348,-15.94069,-47.94428
-47.0908,-15.858389999503398,479,60478520,DF,ADASA,RIBEIRÃO DO GAMA,1,4,0.063,0.01,0.16,0.069,-15.85839,-47.0908
-47.78417,-15.797299999505135,480,60479230,DF,ADASA,BARRAGEM LAGO PARANOÁ,2,4,0.22,0.01,0.85,0.42,-15.7973,-47.78417
-47.72289,-15.875419999502961,481,60480310,DF,ADASA,Informação não disponível,1,4,0.064,0.013,0.16,0.066,-15.87542,-47.72289
-47.72289,-15.892639999502432,482,60480550,DF,ADASA,Informação não disponível,1,4,0.216,0.033,0.43,0.19,-15.89264,-47.72289
-47.68538,-16.035699999498465,483,60491000,DF,ADASA,Informação não disponível,1,4,0.254,0.04,0.81,0.371,-16.0357,-47.68538
-47.74427,-16.050969999498037,484,60492000,DF,ADASA,Informação não disponível,1,4,0.16,0.01,0.481,0.217,-16.05097,-47.74427
-47.67988,-16.046989999498138,485,60492200,DF,ADASA,Informação não disponível,1,4,0.154,0.033,0.37,0.155,-16.04699,-47.67988
-45.36278,-23.818889999302272,486,ABRA02950,SP,CETESB,Ribeirão Água Branca,1,6,0.051,0.02,0.16,0.054,-23.81889,-45.36278
-35.56127,-7.442019999757337,487,AC18,PB,SUDEMA,Açude Acauã (Natuba),2,2,0.19,0.14,0.24,0.071,-7.44202,-35.56127
-39.63419,-3.577269999882327,488,ACA02,CE,COGERH,Informação não disponível,2,12,0.199,0.074,0.301,0.075,-3.57727,-39.63419
-39.62559,-3.575159999882385,489,ACA03,CE,COGERH,Informação não disponível,2,10,0.167,0.024,0.386,0.119,-3.57516,-39.62559
-38.15839,-5.146129999831222,490,ACA04,CE,COGERH,Informação não disponível,2,12,0.194,0.073,0.317,0.078,-5.14613,-38.15839
-38.43106,-4.172969999862881,491,ACA05,CE,COGERH,Informação não disponível,2,10,0.196,0.089,0.342,0.086,-4.17297,-38.43106
-38.43412,-4.186879999862383,492,ACA06,CE,COGERH,Informação não disponível,2,12,0.179,0.101,0.257,0.062,-4.18688,-38.43412
-38.42418,-4.186209999862444,493,ACA07,CE,COGERH,Rio Acarau,1,3,0.057,0.031,0.082,0.026,-4.18621,-38.42418
-38.4171,-4.197239999862096,494,ACA08,CE,COGERH,Informação não disponível,2,13,0.176,0.092,0.299,0.065,-4.19724,-38.4171
-38.40644,-4.208609999861721,495,ACA09,CE,COGERH,Informação não disponível,2,13,0.157,0.048,0.247,0.063,-4.20861,-38.40644
-39.404,-5.581519999817099,496,ACA10,CE,COGERH,Rio Acarau,1,3,0.253,0.145,0.311,0.093,-5.58152,-39.404
-39.36265,-5.581019999817126,497,ACA11,CE,COGERH,Rio Acarau,1,3,0.341,0.073,0.734,0.348,-5.58102,-39.36265
-38.839,-3.598009999881639,498,ACA12,CE,COGERH,Rio Acaraú,1,3,0.223,0.111,0.29,0.097,-3.59801,-38.839
-46.65833,-23.397779999311691,499,ACLA00500,SP,CETESB,Reservatório Águas Claras,2,8,0.012,0.01,0.03,0.007,-23.39778,-46.65833
-38.92559,-5.3309399998252,500,ACM06,CE,COGERH,Informação não disponível,2,4,0.074,0.024,0.157,0.059,-5.33094,-38.92559
-40.49341,-6.111649999799966,501,ADB01,CE,COGERH,Informação não disponível,2,2,0.041,0.039,0.043,0.003,-6.11165,-40.49341
-35.296,-6.852879999776179,502,AG68,PB,SUDEMA,Açude Araçagi (araçagi),2,2,0.12,0.12,0.12,0,-6.85288,-35.296
-49.6756,-21.921399999345862,503,AGUA02010,SP,CETESB,Rio Aguapeí,1,6,0.023,0.018,0.032,0.006,-21.9214,-49.6756
-50.5892,-21.676399999351695,504,AGUA02100,SP,CETESB,Rio Aguapeí,1,6,0.041,0.028,0.047,0.007,-21.6764,-50.5892
-51.01444,-21.431939999357557,505,AGUA02500,SP,CETESB,Rio Aguapeí,1,6,0.048,0.034,0.066,0.012,-21.43194,-51.01444
-51.49778,-21.220829999362657,506,AGUA02800,SP,CETESB,Rio Aguapeí,1,6,0.056,0.043,0.082,0.015,-21.22083,-51.49778
-49.11912,-25.442309999267412,507,AI01,PR,IAP,Rio Iraí,1,2,0.07,0.055,0.085,0.021,-25.44231,-49.11912
-49.1898,-25.483979999266499,508,AI04,PR,IAP,Rio Iguaçu,1,2,1.185,0.97,1.4,0.304,-25.48398,-49.1898
-49.25076,-25.572359999264695,509,AI11,PR,IAP,Rio Passaúna,1,2,0.395,0.22,0.57,0.247,-25.57236,-49.25076
-49.58306,-25.580309999264536,510,AI12,PR,IAP,Rio Verde,1,2,0.08,0.068,0.091,0.016,-25.58031,-49.58306
-49.51355,-25.600419999264105,511,AI14,PR,IAP,Rio Iguaçu,1,2,0.705,0.53,0.88,0.247,-25.60042,-49.51355
-49.14553,-25.51929999926579,512,AI18,PR,IAP,Rio Pequeno,1,2,0.048,0.041,0.056,0.011,-25.5193,-49.14553
-49.09125,-25.525149999265668,513,AI22,PR,IAP,Rio Itaqui,1,2,0.19,0.089,0.29,0.142,-25.52515,-49.09125
-49.26088,-25.599139999264136,514,AI24,PR,IAP,Rio Iguaçu,1,2,1.75,0.6,2.9,1.626,-25.59914,-49.26088
-49.38808,-25.427119999267703,515,AI32,PR,IAP,Rio Passaúna,1,2,0.1,0,0.2,0.141,-25.42712,-49.38808
-49.21865,-25.409149999268099,516,AI53,PR,IAP,Rio Mauricio,1,2,0.073,0.058,0.088,0.021,-25.40915,-49.21865
-49.37923,-25.657399999262939,517,AI54,PR,IAP,Rio Faxinal,1,2,0.361,0.042,0.68,0.451,-25.6574,-49.37923
-49.28326,-25.286259999270676,518,AI57,PR,IAP,Rio Barigui,1,2,0.045,0.03,0.06,0.021,-25.28626,-49.28326
-49.18914,-25.482419999266547,519,AI71,PR,IAP,Rio Iraí,1,2,0.23,0.2,0.26,0.042,-25.48242,-49.18914
-48.16236,-16.205419999493724,520,ALAALG001,DF,CAESB,Rio Alagado Montante Corumbá,1,2,0.024,0.02,0.029,0.006,-16.20542,-48.16236
-47.78841,-15.794899999505178,521,ALALPA001,DF,CAESB,LG Paranoá 1 metro,2,9,0.02,0.02,0.02,0,-15.7949,-47.78841
-47.78841,-15.794899999505178,522,ALALPA002,DF,CAESB,LG Paranoá 5 metros,2,9,0.027,0.02,0.083,0.021,-15.7949,-47.78841
-47.78841,-15.794899999505178,523,ALALPA003,DF,CAESB,LG Paranoá 10 metros,2,9,0.02,0.02,0.02,0,-15.7949,-47.78841
-48.353,-16.182619999494339,524,ALARAR001,DF,CAESB,Rio Areias Lago Corumbá,1,2,0.02,0.02,0.02,0,-16.18262,-48.353
-47.67536,-15.733829999506927,525,ALASBT003,DF,CAESB,Rio São Bartolomeu DF 250,1,3,0.125,0.084,0.178,0.048,-15.73383,-47.67536
-47.66148,-15.962029999500542,526,ALASBT004,DF,CAESB,Rio São Bartolomeu BR 251,1,3,0.066,0.048,0.089,0.021,-15.96203,-47.66148
-46.46444,-23.934719999299723,527,ANCO02900,SP,CETESB,Rio Branco,1,6,0.337,0.19,0.64,0.176,-23.93472,-46.46444
-38.54957,-4.024559999867715,528,ANG01,CE,COGERH,Informação não disponível,2,4,0.031,0.026,0.036,0.004,-4.02456,-38.54957
-49.92278,-22.207779999339099,529,ANOR02300,SP,CETESB,Córrego Agua do Norte,1,6,0.02,0.01,0.027,0.005,-22.20778,-49.92278
-38.44847,-6.038049999802333,530,ARA01,CE,COGERH,Informação não disponível,2,4,0.113,0.079,0.2,0.058,-6.03805,-38.44847
-40.43858,-4.247939999860443,531,ARA03,CE,COGERH,Araras,2,4,0.106,0.063,0.179,0.052,-4.24794,-40.43858
-40.49054,-4.241999999860631,532,ARA04,CE,COGERH,Araras,2,4,0.091,0.038,0.136,0.04,-4.242,-40.49054
-40.44822,-4.27865999985942,533,ARA05,CE,COGERH,Araras,2,4,0.068,0.023,0.135,0.049,-4.27866,-40.44822
-40.01199,-5.631379999815451,534,ARA06,CE,COGERH,Informação não disponível,2,4,0.105,0.03,0.173,0.06,-5.63138,-40.01199
-54.92339,-16.313559999490717,535,ARA1206,MT,SEMA,Rio Araguaia,1,3,0.053,0.05,0.06,0.006,-16.31356,-54.92339
-53.21667,-17.301939999463603,536,ARA151,MT,SEMA,Rio Araguaia,1,3,0.05,0.05,0.05,0,-17.30194,-53.21667
-54.92216,-15.997839999499504,537,ARA545,MT,SEMA,Rio Araguaia,1,3,0.237,0.05,0.44,0.196,-15.99784,-54.92216
-47.2231,-22.279399999337414,538,ARAS02900,SP,CETESB,Rio das Araras,1,6,1.2,0.2,2,0.693,-22.2794,-47.2231
-45.06194,-23.458889999310294,539,ARAU02950,SP,CETESB,Rio Acaraú,1,6,0.867,0.42,1.53,0.425,-23.45889,-45.06194
-38.723,-4.385319999855919,540,ARC04,CE,COGERH,Aracoiaba,2,3,0.065,0.037,0.095,0.029,-4.38532,-38.723
-38.708,-4.376869999856208,541,ARC07,CE,COGERH,Aracoiaba,2,4,0.122,0.06,0.202,0.067,-4.37687,-38.708
-39.31706,-4.370479999856407,542,ARC10,CE,COGERH,Açude Aracoiaba,2,4,0.15,0.07,0.259,0.092,-4.37048,-39.31706
-57.42219,-11.537559999629732,543,ARI196,MT,SEMA,Rio Arinos,1,3,0.05,0.05,0.05,0,-11.53756,-57.42219
-40.33754,-20.350759999384099,544,ARI1C001,ES,IEMA,Rio Aribiri,1,4,3,1,4,1.414,-20.35076,-40.33754
-57.72569,-10.640169999657147,545,ARI312,MT,SEMA,Rio Arinos,1,3,0.05,0.05,0.05,0,-10.64017,-57.72569
-40.21835,-6.267299999794937,546,ARN02,CE,COGERH,Açude Arneiroz II,2,4,0.104,0.079,0.152,0.034,-6.2673,-40.21835
-40.247,-6.265949999794975,547,ARN06,CE,COGERH,Arneiroz II,1,4,0.13,0.108,0.166,0.025,-6.26595,-40.247
-40.239,-6.248519999795545,548,ARN07,CE,COGERH,Arneiroz II,1,4,0.106,0.079,0.143,0.027,-6.24852,-40.239
-50.0225,-22.319199999336494,549,ARPE02800,SP,CETESB,Reservatório do Arrependido,2,6,0.017,0.01,0.02,0.005,-22.3192,-50.0225
-40.26681,-3.873969999872615,550,ARR02,CE,COGERH,Arrebita,2,4,0.092,0.044,0.127,0.038,-3.87397,-40.26681
-38.4074,-6.501899999787388,551,ARR72,PB,SUDEMA,Açude Arrojado (Uiraúna),2,2,0.065,0.06,0.07,0.007,-6.5019,-38.4074
-40.54064,-3.832749999873945,552,ATA01,CE,COGERH,Informação não disponível,2,4,0.069,0.059,0.085,0.011,-3.83275,-40.54064
-46.545,-23.103299999318335,553,ATIB02010,SP,CETESB,Rio Atibaia,1,6,0.08,0.05,0.1,0.021,-23.1033,-46.545
-46.84667,-22.969719999321388,554,ATIB02030,SP,CETESB,Rio Atibaia,1,6,0.08,0.06,0.1,0.014,-22.96972,-46.84667
-46.93361,-22.937779999322107,555,ATIB02035,SP,CETESB,Rio Atibaia,1,6,0.075,0.06,0.1,0.015,-22.93778,-46.93361
-46.9739,-22.904999999322861,556,ATIB02065,SP,CETESB,Rio Atibaia,1,6,0.15,0.1,0.2,0.055,-22.905,-46.9739
-47.10556,-22.7519399993264,557,ATIB02300,SP,CETESB,Rio Atibaia,1,6,0.577,0.07,3,1.187,-22.75194,-47.10556
-47.155,-22.763099999326155,558,ATIB02605,SP,CETESB,Rio Atibaia,1,6,0.783,0.2,2,0.662,-22.7631,-47.155
-47.17333,-22.761389999326195,559,ATIB02800,SP,CETESB,Rio Atibaia,1,6,0.733,0.3,2,0.631,-22.76139,-47.17333
-47.29083,-22.698329999327644,560,ATIB02900,SP,CETESB,Rio Atibaia,1,6,0.267,0.1,0.7,0.225,-22.69833,-47.29083
-43.62717,-20.369469999383625,561,AV007,MG,IGAM,Ribeirão Funil,1,4,0.028,0.02,0.05,0.015,-20.36947,-43.62717
-43.62472,-20.286389999385701,562,AV010,MG,IGAM,Rio das Velhas,1,4,0.023,0.02,0.03,0.005,-20.28639,-43.62472
-43.71472,-20.278609999385942,563,AV020,MG,IGAM,Rio Maracujá,1,4,0.035,0.02,0.05,0.013,-20.27861,-43.71472
-43.89889,-20.36193999938385,564,AV050,MG,IGAM,Ribeirão do Silva ou Ribeirão Mata Porcos,1,4,0.042,0.02,0.07,0.022,-20.36194,-43.89889
-43.82222,-20.289719999385625,565,AV060,MG,IGAM,Ribeirão Carioca,1,4,0.02,0.02,0.02,0,-20.28972,-43.82222
-43.78611,-20.317219999384971,566,AV070,MG,IGAM,Ribeirão Mata Porcos,1,4,0.098,0.02,0.21,0.081,-20.31722,-43.78611
-43.805,-20.288889999385653,567,AV080,MG,IGAM,Rio Itabirito,1,4,0.058,0.02,0.09,0.03,-20.28889,-43.805
-43.82389,-20.191109999388093,568,AV120,MG,IGAM,Córrego Moleque,1,4,0.02,0.02,0.02,0,-20.19111,-43.82389
-43.94917,-20.18527999938825,569,AV160E,MG,IGAM,Lagoa dos Ingleses ou Represa Lagoa Grande,2,2,0.08,0.02,0.14,0.085,-20.18528,-43.94917
-43.89583,-20.175559999388515,570,AV180E,MG,IGAM,Represa da Codorna,2,2,0.02,0.02,0.02,0,-20.17556,-43.89583
-43.87167,-20.129999999389646,571,AV200,MG,IGAM,Rio do Peixe,1,4,0.028,0.02,0.05,0.015,-20.13,-43.87167
-43.79361,-20.091389999390611,572,AV210,MG,IGAM,Rio das Velhas,1,12,0.038,0.02,0.07,0.017,-20.09139,-43.79361
-43.83472,-20.03416999939207,573,AV250,MG,IGAM,Ribeirão dos Macacos,1,4,0.02,0.02,0.02,0,-20.03417,-43.83472
-43.85556,-19.984719999393288,574,AV300,MG,IGAM,Córrego da Barragem,1,4,0.15,0.02,0.23,0.091,-19.98472,-43.85556
-43.82361,-19.991939999393121,575,AV320,MG,IGAM,Córrego da Mina,1,4,0.132,0.02,0.41,0.187,-19.99194,-43.82361
-43.80806,-19.968889999393696,576,AV340,MG,IGAM,Ribeirão da Prata,1,4,0.08,0.02,0.16,0.061,-19.96889,-43.80806
-40.50647,-3.780849999875657,577,AYS01,CE,COGERH,Ayres de Souza,2,4,0.087,0.063,0.107,0.019,-3.78085,-40.50647
-40.23924,-3.827969999874125,578,AYS02,CE,COGERH,Informação não disponível,2,4,0.15,0.063,0.247,0.084,-3.82797,-40.23924
-40.52867,-3.811079999874682,579,AYS03,CE,COGERH,Ayres de Souza,2,4,0.105,0.067,0.161,0.042,-3.81108,-40.52867
-40.54028,-3.83235999987398,580,AYS04,CE,COGERH,Ayres de Souza,2,4,0.121,0.074,0.192,0.053,-3.83236,-40.54028
-46.80139,-24.082219999296449,581,BACO02950,SP,CETESB,Rio Branco (Itanhaém),1,6,0.02,0.01,0.03,0.009,-24.08222,-46.80139
-47.37444,-20.520559999379888,582,BAGR04020,SP,CETESB,Ribeirão dos Bagres,1,6,0.139,0.079,0.27,0.071,-20.52056,-47.37444
-47.41056,-20.553609999379059,583,BAGR04500,SP,CETESB,Ribeirão dos Bagres,1,6,0.284,0.125,0.55,0.162,-20.55361,-47.41056
-47.4717,-20.630799999377182,584,BAGR04600,SP,CETESB,Ribeirão dos Bagres,1,6,0.161,0.042,0.512,0.176,-20.6308,-47.4717
-47.07167,-20.695829999375547,585,BAGR04950,SP,CETESB,Ribeirão dos Bagres,1,6,0.06,0.038,0.072,0.012,-20.69583,-47.07167
-50.4286,-21.221899999362659,586,BAGU02700,SP,CETESB,Ribeirão Baguaçu,1,6,0.056,0.02,0.068,0.018,-21.2219,-50.4286
-37.33443,-6.17955999979776,587,BAI35,PB,SUDEMA,Açude Baião (São José do Brejo do Cruz),2,2,0.105,0.05,0.16,0.078,-6.17956,-37.33443
-46.4786,-23.112799999318121,588,BAIN02950,SP,CETESB,Rio Atibainha,1,10,0.148,0.08,0.3,0.073,-23.1128,-46.4786
-45.6706,-23.7546999993037,589,BALD02700,SP,CETESB,Vala de Escoamento à direita na Praia da Baleia,1,6,0.02,0.019,0.02,0,-23.7547,-45.6706
-45.6711,-23.755299999303649,590,BALE02700,SP,CETESB,Vala de Escoamento à esquerda na Praia da Baleia,1,6,0.021,0.02,0.027,0.003,-23.7553,-45.6711
-40.50283,-3.794169999875242,591,BAN01,CE,COGERH,Banabuiú,2,6,0.055,0.037,0.074,0.014,-3.79417,-40.50283
-39.26419,-3.799679999875081,592,BAN02,CE,COGERH,Banabuiú,2,2,0.135,0.125,0.145,0.014,-3.79968,-39.26419
-39.36785,-3.767559999876109,593,BAN03,CE,COGERH,Banabuiú,2,3,0.099,0.076,0.121,0.023,-3.76756,-39.36785
-38.464,-5.122159999831983,594,BAN04,CE,COGERH,Rio Banabuiú,1,2,0.05,0.038,0.062,0.017,-5.12216,-38.464
-38.363,-5.122329999831948,595,BAN05,CE,COGERH,Rio Banabuiú,1,4,0.072,0.021,0.146,0.053,-5.12233,-38.363
-38.889,-3.671899999879226,596,BAN06,CE,COGERH,Rio Banabuiú,1,4,0.092,0.041,0.222,0.087,-3.6719,-38.889
-37.77967,-4.866409999840255,597,BAN07,CE,COGERH,Banabuiú,2,4,0.058,0.031,0.107,0.034,-4.86641,-37.77967
-39.5585,-3.7314399998773,598,BAN08,CE,COGERH,Banabuiú,2,3,0.122,0.094,0.154,0.03,-3.73144,-39.5585
-38.101,-5.131819999831663,599,BAN09,CE,COGERH,Rio Banabuiú,1,3,0.095,0.014,0.139,0.07,-5.13182,-38.101
-39.07485,-4.982459999836514,600,BAN10,CE,COGERH,Informação não disponível,2,2,0.354,0.297,0.412,0.081,-4.98246,-39.07485
-39.616,-5.750319999811616,601,BAN11,CE,COGERH,Rio Banabuiú,1,3,1.072,0.871,1.298,0.215,-5.75032,-39.616
-39.363,-5.581029999817102,602,BAN12,CE,COGERH,Rio Banabuiú,1,4,0.268,0.101,0.68,0.277,-5.58103,-39.363
-38.48986,-7.313499999761403,603,BAR21,PB,SUDEMA,Açude Bartolomeu (Bonito de Santa Fé),2,2,0.29,0.13,0.45,0.226,-7.3135,-38.48986
-38.876,-6.112569999799946,604,BAT01,CE,COGERH,Batente,2,2,0.128,0.083,0.173,0.064,-6.11257,-38.876
-49.1153,-22.380799999335036,605,BATA02050,SP,CETESB,Rio Batalha,1,6,0.017,0.01,0.02,0.004,-22.3808,-49.1153
-49.2347,-21.887199999346663,606,BATA02800,SP,CETESB,Rio Batalha,1,6,0.023,0.02,0.034,0.006,-21.8872,-49.2347
-38.5454,-6.183219999797667,607,BAV01,CE,COGERH,Informação não disponível,2,4,0.101,0.053,0.146,0.039,-6.18322,-38.5454
-36.11414,-6.533059999786388,608,BC61,PB,SUDEMA,Açude Boqueirão do Cais (Cuité),2,2,0.26,0.22,0.3,0.057,-6.53306,-36.11414
-35.0173,-7.947899999741244,609,BE01,PE,CPRH,Rio Araça,2,3,0.06,0.03,0.09,0.03,-7.9479,-35.0173
-34.93045,-7.973869999740392,610,BE09,PE,CPRH,Rio Beberibe,1,3,0.027,0.02,0.04,0.012,-7.97387,-34.93045
-34.9007,-8.087149999736837,611,BE30,PE,CPRH,Informação não disponível,1,3,0.927,0.55,1.22,0.343,-8.08715,-34.9007
-34.88554,-8.004629999739462,612,BE45,PE,CPRH,"Riacho Lava
Tripa",1,3,0.733,0.6,0.83,0.119,-8.00463,-34.88554
-34.87379,-8.020219999738941,613,BE50,PE,CPRH,Rio Beberibe,1,3,1.023,0.63,1.58,0.496,-8.02022,-34.87379
-41.17051,-3.164629999895835,614,BEN01,CE,COGERH,Açude Benguê,2,4,0.09,0.071,0.103,0.016,-3.16463,-41.17051
-40.74942,-20.63636999937702,615,BEN1C005,ES,IEMA,Rio Benevente,1,4,0,0,0,0,-20.63637,-40.74942
-40.6785,-20.686659999375795,616,BEN1C010,ES,IEMA,Rio Benevente,1,4,0,0,0,0,-20.68666,-40.6785
-48.61139,-24.603889999285098,617,BETA02900,SP,CETESB,Rio Betari,1,6,0.033,0.01,0.1,0.033,-24.60389,-48.61139
-35.01759,-7.816809999745372,618,BF11,PE,CPRH,Rio Cumbe,1,3,0.237,0.11,0.37,0.13,-7.81681,-35.01759
-34.93439,-7.753959999747407,619,BF31,PE,CPRH,Informação não disponível,1,3,0.227,0.02,0.56,0.291,-7.75396,-34.93439
-34.91688,-7.687359999749528,620,BF45,PE,CPRH,Informação não disponível,1,3,0.113,0.02,0.26,0.129,-7.68736,-34.91688
-44.31656,-22.032139999343254,621,BG001,MG,IGAM,Rio Grande,1,4,0.025,0.02,0.04,0.01,-22.03214,-44.31656
-44.32753,-21.491939999356131,622,BG003,MG,IGAM,Rio Grande,1,4,0.02,0.02,0.02,0,-21.49194,-44.32753
-44.39367,-21.613359999353204,623,BG005,MG,IGAM,Rio Aiuruoca,1,4,0.03,0.02,0.04,0.008,-21.61336,-44.39367
-44.63114,-21.290059999360981,624,BG007,MG,IGAM,Rio Grande,1,4,0.02,0.02,0.02,0,-21.29006,-44.63114
-44.88417,-21.275309999361347,625,BG008,MG,IGAM, ,1,4,0.598,0.3,0.93,0.268,-21.27531,-44.88417
