X,Y,OBJECTID,CODIGO_EST,UF,ENTIDADE_R,CORPO_DAGU,AMBIENTE,NU1FOSFORO,ME1FOSFORO,MI1FOSFORO,MA1FOSFORO,SD1FOSFORO,LATITUDE,LONGITUDE
-44.88417,-21.275309999361347,626,BG009,MG,IGAM,Rio Capivari,1,4,0.042,0.02,0.11,0.045,-21.27531,-44.88417
-43.67914,-21.249169999361975,627,BG011,MG,IGAM,Rio das Mortes,1,4,0.023,0.02,0.03,0.005,-21.24917,-43.67914
-43.91875,-21.234889999362341,628,BG012,MG,IGAM,Rio das Mortes,1,4,0.038,0.03,0.05,0.01,-21.23489,-43.91875
-43.98044,-21.17380999936384,629,BG013,MG,IGAM,Rio das Mortes,1,4,0.075,0.06,0.09,0.013,-21.17381,-43.98044
-43.96733,-21.205829999363033,630,BG014,MG,IGAM,Rio das Mortes,1,4,0.053,0.05,0.06,0.005,-21.20583,-43.96733
-41.31075,-21.062279999366535,631,BG015,MG,IGAM,Rio das Mortes,1,4,0.055,0.04,0.07,0.013,-21.06228,-41.31075
-44.74058,-21.142169999364619,632,BG017,MG,IGAM,Rio das Mortes,1,4,0.058,0.03,0.13,0.049,-21.14217,-44.74058
-45.12619,-21.176189999363793,633,BG019,MG,IGAM,Rio Grande,1,4,0.022,0.02,0.03,0.005,-21.17619,-45.12619
-45.19792,-21.003689999367989,634,BG021,MG,IGAM,Rio Jacaré,1,4,0.03,0.02,0.05,0.014,-21.00369,-45.19792
-45.4405,-20.486779999380737,635,BG023,MG,IGAM,Rio Formiga,1,4,0.722,0.48,0.93,0.205,-20.48678,-45.4405
-44.88019,-21.950999999345161,636,BG024,MG,IGAM,Rio Baependi,1,4,0.025,0.02,0.04,0.01,-21.951,-44.88019
-44.90539,-22.326689999336278,637,BG025,MG,IGAM,Rio Verde,1,4,0.038,0.02,0.07,0.024,-22.32669,-44.90539
-45.09225,-21.9450599993453,638,BG026,MG,IGAM,Rio Verde,1,4,0.068,0.05,0.08,0.013,-21.94506,-45.09225
-44.9755,-22.21421999933894,639,BG027,MG,IGAM,Rio Verde,1,4,0.072,0.04,0.11,0.03,-22.21422,-44.9755
-45.04539,-22.060419999342574,640,BG028,MG,IGAM,Rio Verde,1,4,0.098,0.08,0.13,0.024,-22.06042,-45.04539
-45.05436,-21.865109999347208,641,BG029,MG,IGAM,Rio Baependi,1,4,0.045,0.04,0.06,0.01,-21.86511,-45.05436
-45.26542,-22.210189999339029,642,BG030,MG,IGAM,Rio Lambari,1,4,0.24,0.04,0.83,0.393,-22.21019,-45.26542
-45.21575,-21.767779999349525,643,BG031,MG,IGAM,Rio Lambari,1,4,0.062,0.04,0.08,0.021,-21.76778,-45.21575
-45.24758,-21.703189999351054,644,BG032,MG,IGAM,Rio Verde,1,4,0.065,0.05,0.08,0.013,-21.70319,-45.24758
-45.33081,-21.672079999351791,645,BG033,MG,IGAM,Rio do Peixe,1,4,0.185,0.12,0.23,0.047,-21.67208,-45.33081
-45.11531,-21.655389999352206,646,BG034,MG,IGAM,Rio do Peixe,1,4,0.032,0.02,0.06,0.019,-21.65539,-45.11531
-45.36378,-21.641419999352518,647,BG035,MG,IGAM,Rio Verde,1,4,0.062,0.05,0.09,0.019,-21.64142,-45.36378
-45.39542,-21.629829999352832,648,BG036,MG,IGAM,Rio Palmela,1,4,0.04,0.03,0.05,0.008,-21.62983,-45.39542
-45.50844,-21.606419999353385,649,BG037,MG,IGAM,Rio Verde,1,4,0.07,0.06,0.08,0.008,-21.60642,-45.50844
-45.26217,-21.933889999345578,650,BG038,MG,IGAM,Rio Lambari,1,4,0.09,0.07,0.12,0.024,-21.93389,-45.26217
-45.40219,-22.515969999331858,651,BG039,MG,IGAM,Rio Sapucaí,1,4,0.065,0.03,0.14,0.051,-22.51597,-45.40219
-45.04461,-21.657579999352144,652,BG040,MG,IGAM,Rio do Peixe,1,4,0.022,0.02,0.03,0.005,-21.65758,-45.04461
-45.55242,-22.360579999335528,653,BG041,MG,IGAM,Rio Sapucaí,1,4,0.112,0.08,0.16,0.034,-22.36058,-45.55242
-46.08503,-22.272639999337581,654,BG042,MG,IGAM,Ribeirão do Mandu ou Rio Mandu,1,4,0.155,0.11,0.22,0.048,-22.27264,-46.08503
-45.86733,-22.211809999338996,655,BG043,MG,IGAM,Rio Sapucaí,1,4,0.098,0.06,0.16,0.043,-22.21181,-45.86733
-45.89761,-22.290079999337131,656,BG044,MG,IGAM,Rio Sapucaí-Mirim,1,4,0.05,0.02,0.09,0.029,-22.29008,-45.89761
-45.89611,-22.206439999339096,657,BG045,MG,IGAM,Rio Sapucaí-Mirim,1,4,0.143,0.09,0.16,0.035,-22.20644,-45.89611
-47.09733,-22.158059999340228,658,BG046,MG,IGAM,Rio do Cervo,1,4,0.045,0.03,0.05,0.01,-22.15806,-47.09733
-45.69983,-22.053499999342701,659,BG047,MG,IGAM,Rio Sapucaí,1,4,0.073,0.06,0.09,0.015,-22.0535,-45.69983
-45.91725,-22.116609999341204,660,BG048,MG,IGAM,Rio do Cervo,1,4,0.073,0.07,0.08,0.005,-22.11661,-45.91725
-45.68136,-21.579529999353991,661,BG049,MG,IGAM,Rio Sapucaí,1,4,0.048,0.04,0.06,0.01,-21.57953,-45.68136
-45.91192,-21.963529999344846,662,BG050,MG,IGAM,Rio Dourado,1,4,0.073,0.03,0.13,0.042,-21.96353,-45.91192
-46.36222,-20.684719999375851,663,BG051,MG,IGAM,Rio Grande,1,4,0.023,0.02,0.03,0.005,-20.68472,-46.36222
-45.90167,-22.228169999338579,664,BG052,MG,IGAM,Rio Sapucaí-Mirim,1,4,0.113,0.08,0.18,0.046,-22.22817,-45.90167
-46.6,-20.694219999375566,665,BG053,MG,IGAM,Ribeirão da Bocaina,1,4,0.6,0.14,1.1,0.395,-20.69422,-46.6
-46.83267,-20.616669999377507,666,BG055,MG,IGAM,Ribeirão São Pedro ou Rio São João,1,4,0.068,0.05,0.09,0.021,-20.61667,-46.83267
-47.87508,-20.008609999392682,667,BG057,MG,IGAM,Córrego Gameleira ou Rio Gameleira,1,4,2.865,2.3,3.63,0.59,-20.00861,-47.87508
-47.82417,-19.661109999401528,668,BG058,MG,IGAM,Rio Uberaba,1,4,0.06,0.05,0.08,0.014,-19.66111,-47.82417
-48.39075,-19.909059999395236,669,BG059,MG,IGAM,Rio Uberaba,1,4,0.155,0.1,0.21,0.045,-19.90906,-48.39075
-48.68833,-20.167859999388714,670,BG061,MG,IGAM,Rio Grande,1,4,0.02,0.02,0.02,0,-20.16786,-48.68833
-46.60217,-21.734439999350311,671,BG063,MG,IGAM,Ribeirão das Antas,1,4,0.405,0.32,0.48,0.077,-21.73444,-46.60217
-45.56567,-21.151279999364359,672,BG065,MG,IGAM,Ribeirão São Pedro,1,4,0.02,0.02,0.02,0,-21.15128,-45.56567
-45.51572,-21.457059999356982,673,BG067,MG,IGAM,Ribeirão da Espera,1,4,0.025,0.02,0.04,0.01,-21.45706,-45.51572
-45.89292,-21.664829999351969,674,BG069,MG,IGAM,Rio Machado,1,4,0.09,0.08,0.11,0.014,-21.66483,-45.89292
-46.95069,-20.891829999370746,675,BG071,MG,IGAM,Córrego Liso,1,4,0.293,0.12,0.46,0.155,-20.89183,-46.95069
-46.82494,-20.824639999372359,676,BG073,MG,IGAM,Rio Santana,1,4,0.07,0.05,0.09,0.018,-20.82464,-46.82494
-46.40517,-21.748359999349965,677,BG075,MG,IGAM,Rio Pardo,1,4,0.045,0.03,0.06,0.013,-21.74836,-46.40517
-46.32983,-22.314689999336544,678,BG077,MG,IGAM,Rio Mogi-Guaçu,1,4,0.053,0.03,0.07,0.017,-22.31469,-46.32983
-46.38244,-22.285249999337285,679,BG079,MG,IGAM,Ribeirão Ouro Fino,1,4,0.56,0.35,0.79,0.18,-22.28525,-46.38244
-46.69822,-22.31705999933655,680,BG081,MG,IGAM,Rio Eleutério,1,4,0.075,0.05,0.11,0.026,-22.31706,-46.69822
-46.36689,-22.452419999333365,681,BG083,MG,IGAM,Rio das Antas,1,4,0.075,0.06,0.09,0.013,-22.45242,-46.36689
-50.2,-19.763279999398922,682,BG086,MG,IGAM,Córrego Santa Rosa ou Ribeirão Santa Rosa,1,4,0.73,0.47,1.18,0.311,-19.76328,-50.2
-50.23353,-19.741639999399482,683,BG087,MG,IGAM,Ribeirão Tronqueira,1,4,0.405,0.18,0.66,0.203,-19.74164,-50.23353
-46.52028,-21.353419999359492,684,BG089,MG,IGAM,Rio Muzambinho,1,4,0.198,0.12,0.26,0.061,-21.35342,-46.52028
-46.58472,-22.086079999341937,685,BG091,MG,IGAM,Ribeirão Pirapetinga,1,4,1.078,0.59,1.88,0.558,-22.08608,-46.58472
-46.69167,-22.265559999337718,686,BG093,MG,IGAM,Rio Mogi-Guaçu,1,4,0.08,0.07,0.1,0.014,-22.26556,-46.69167
-47.01444,-21.428889999357672,687,BG095,MG,IGAM,Rio Canoas,1,4,0.07,0.06,0.08,0.012,-21.42889,-47.01444
-46.59,-21.92999999934565,688,BG096,MG,IGAM,Ribeirão das Antas,1,4,0.025,0.02,0.03,0.006,-21.93,-46.59
-46.63,-22.089999999341835,689,BG097,MG,IGAM,Rio Jaguari-Mirim,1,4,0.285,0.18,0.4,0.116,-22.09,-46.63
-46.55,-22.089999999341835,690,BG098,MG,IGAM,Rio Jaguari-Mirim,1,4,0.048,0.04,0.05,0.005,-22.09,-46.55
-46.37,-22.259999999337847,691,BG099,MG,IGAM,Ribeirão Ouro Fino,1,4,0.025,0.02,0.04,0.01,-22.26,-46.37
-46.39,-20.71999999937497,692,BG100,MG,IGAM,Ribeirão Conquista,1,4,0.055,0.04,0.07,0.013,-20.72,-46.39
-55.96869,-16.195329999494014,693,BGO107,MT,SEMA,Rio Bento Gomes,1,3,0.107,0.05,0.16,0.055,-16.19533,-55.96869
-46.66417,-23.717779999304501,694,BILL02030,SP,CETESB,Reservatório Billings,2,6,0.373,0.22,0.59,0.134,-23.71778,-46.66417
-46.6469,-23.78639999930299,695,BILL02100,SP,CETESB,Reservatório Billings,2,6,0.39,0.12,0.71,0.218,-23.7864,-46.6469
-46.5983,-23.790799999302873,696,BILL02500,SP,CETESB,Reservatório Billings,2,6,0.095,0.04,0.15,0.043,-23.7908,-46.5983
-46.525,-23.821099999302209,697,BILL02900,SP,CETESB,Reservatório Billings,2,6,0.038,0.03,0.05,0.008,-23.8211,-46.525
-49.09917,-20.853329999371699,698,BILU02900,SP,CETESB,Córrego da Biluca,1,6,0.017,0.01,0.02,0.005,-20.85333,-49.09917
-46.6556,-23.844699999301678,699,BITQ00100,SP,CETESB,Braço do Taquacetuba,1,6,0.1,0.05,0.14,0.03,-23.8447,-46.6556
-37.64178,-7.457919999756822,700,BJ53,PB,SUDEMA,Açude Bom Jesus (Água Branca),2,2,0.04,0.01,0.07,0.042,-7.45792,-37.64178
-46.0933,-23.569199999307845,701,BMIR02800,SP,CETESB,Rio Biritiba-Mirim,1,6,0.173,0.05,0.48,0.165,-23.5692,-46.0933
-45.62139,-23.785829999302965,702,BOIC02950,SP,CETESB,Rio Boiçucanga,1,6,0.056,0.02,0.18,0.065,-23.78583,-45.62139
-38.1653,-7.181739999765621,703,Boqueirão do Cochos,PB,SUDEMA,Cochos,2,2,0.045,0.03,0.06,0.021,-7.18174,-38.1653
-43.80064,-20.836189999372071,704,BP022,MG,IGAM,Rio Paraopeba,1,4,0.045,0.02,0.06,0.019,-20.83619,-43.80064
-44.06067,-20.647469999376753,705,BP024,MG,IGAM,Rio Brumado,1,4,0.057,0.02,0.09,0.029,-20.64747,-44.06067
-43.99194,-20.559719999378938,706,BP026,MG,IGAM,Rio Camapuã,1,4,0.032,0.02,0.05,0.015,-20.55972,-43.99194
-43.98417,-20.51063999938016,707,BP027,MG,IGAM,Rio Paraopeba,1,4,0.12,0.06,0.2,0.058,-20.51064,-43.98417
-44.02528,-20.413889999382523,708,BP029,MG,IGAM,Rio Paraopeba,1,4,0.088,0.08,0.09,0.005,-20.41389,-44.02528
-44.15236,-20.322279999384811,709,BP032,MG,IGAM,Rio Macaúbas,1,4,0.04,0.02,0.06,0.023,-20.32228,-44.15236
-44.12306,-20.199999999387888,710,BP036,MG,IGAM,Rio Paraopeba,1,4,0.05,0.04,0.06,0.008,-20.2,-44.12306
-44.37564,-20.170439999388627,711,BP066,MG,IGAM,Rio Veloso,1,4,0.042,0.02,0.06,0.017,-20.17044,-44.37564
-44.21008,-20.099439999390434,712,BP068,MG,IGAM,Rio Paraopeba,1,4,0.045,0.04,0.05,0.006,-20.09944,-44.21008
-44.34086,-19.950829999394163,713,BP069,MG,IGAM,Ribeirão Serra Azul,1,4,1.035,0.37,1.31,0.447,-19.95083,-44.34086
-44.25444,-20.041389999391868,714,BP070,MG,IGAM,Rio Paraopeba,1,4,0.052,0.04,0.06,0.01,-20.04139,-44.25444
-44.265,-19.967499999393709,715,BP071,MG,IGAM,Rio Betim,1,4,1.263,0.44,1.93,0.627,-19.9675,-44.265
-44.31222,-19.943609999394322,716,BP072,MG,IGAM,Rio Paraopeba,1,4,0.17,0.1,0.24,0.066,-19.94361,-44.31222
-44.19536,-19.963439999393831,717,BP073,MG,IGAM,Ribeirão das Areias ou Riacho das Pedras,1,4,1.208,0.56,2.2,0.711,-19.96344,-44.19536
-44.45542,-19.52207999940509,718,BP074,MG,IGAM,Ribeirão dos Macacos,1,4,0.46,0.04,0.95,0.44,-19.52208,-44.45542
-44.1,-19.989999999393174,719,BP075,MG,IGAM,Córrego Pintado,1,4,0.21,0.08,0.37,0.138,-19.99,-44.1
-44.51861,-19.426109999407522,720,BP076,MG,IGAM,Ribeirão São João,1,4,0.02,0.02,0.02,0,-19.42611,-44.51861
-44.70667,-19.167219999414176,721,BP078,MG,IGAM,Rio Paraopeba,1,4,0.052,0.03,0.07,0.017,-19.16722,-44.70667
-43.91139,-20.602219999377848,722,BP079,MG,IGAM,Rio Paraopeba,1,4,0.02,0.02,0.02,0,-20.60222,-43.91139
-43.90444,-20.515079999380035,723,BP080,MG,IGAM,Rio Maranhão,1,4,0.295,0.12,0.45,0.138,-20.51508,-43.90444
-44.09,-19.99999999939293,724,BP081,MG,IGAM,Ribeirão Ibirité,1,4,0.74,0.41,1.09,0.28,-20,-44.09
-44.48006,-19.6727799994012,725,BP082,MG,IGAM,Rio Paraopeba,1,4,0.162,0.09,0.25,0.072,-19.67278,-44.48006
-44.53167,-19.372529999408886,726,BP083,MG,IGAM,Rio Paraopeba,1,4,0.082,0.07,0.1,0.013,-19.37253,-44.53167
-43.80361,-20.599999999377935,727,BP084,MG,IGAM,Rio Maranhão,1,4,0.655,0.17,1.09,0.384,-20.6,-43.80361
-44.12,-20.029999999392142,728,BP085,MG,IGAM,Ribeirão Ibirité,1,4,0.397,0.16,0.63,0.193,-20.03,-44.12
-44.18972,-20.047779999391707,729,BP086,MG,IGAM,Ribeirão Sarzedo,1,4,0.202,0.13,0.29,0.066,-20.04778,-44.18972
-44.17244,-19.91166999939518,730,BP088,MG,IGAM,Rio Betim,1,4,0.065,0.03,0.15,0.057,-19.91167,-44.17244
-44.39361,-19.808059999397798,731,BP090,MG,IGAM,Ribeirão Grande,1,4,0.057,0.03,0.08,0.026,-19.80806,-44.39361
-44.05861,-20.106109999390249,732,BP092,MG,IGAM,Ribeirão Casa Branca,1,4,0.02,0.02,0.02,0,-20.10611,-44.05861
-44.04,-20.120829999389894,733,BP094,MG,IGAM,Ribeirão Catarina,1,4,0.02,0.02,0.02,0,-20.12083,-44.04
-44.21736,-20.136189999389487,734,BP096,MG,IGAM,Rio Manso,1,4,0.128,0.09,0.15,0.029,-20.13619,-44.21736
-44.48208,-19.298969999410783,735,BP098,MG,IGAM,Ribeirão do Cedro,1,4,0.39,0.27,0.5,0.094,-19.29897,-44.48208
-44.95528,-18.847309999422482,736,BP099,MG,IGAM,Rio Paraopeba,2,4,0.023,0.02,0.03,0.005,-18.84731,-44.95528
-50.5528,-20.174799999388537,737,BPEN02400,SP,CETESB,Braço do Rib. Ponte Pensa,2,6,0.017,0.01,0.02,0.005,-20.1748,-50.5528
-46.2218,-23.244899999315102,738,BQGU03150,SP,CETESB,Rio Baquirivu-Guaçu,1,6,2.132,1.36,3.87,1.007,-23.2449,-46.2218
-46.48778,-23.467499999310071,739,BQGU03850,SP,CETESB,Rio Baquirivu-Guaçu,1,6,1.89,1.19,2.41,0.45,-23.4675,-46.48778
-38.16108,-7.544919999754036,740,BR28,PB,SUDEMA,Açude Bruscas (Curral Velho),2,2,0.115,0.02,0.21,0.134,-7.54492,-38.16108
-44.76275,-13.538879999570005,741,CRBARJ800,BA,INEMA,Arrojado,1,2,0.02,0.02,0.02,0,-13.53888,-44.76275
-45.40028,-13.518609999570621,742,CRBCRT200,BA,INEMA,Corrente,1,2,0.02,0.02,0.02,0,-13.51861,-45.40028
-44.63636,-13.340109999575827,743,CRBCRT400,BA,INEMA,Corrente,1,2,0.02,0.02,0.02,0,-13.34011,-44.63636
-44.33674,-13.398529999574116,744,CRBCRT500,BA,INEMA,Corrente,1,2,0.02,0.02,0.02,0,-13.39853,-44.33674
-44.19818,-13.401279999574028,745,CRBCRT550,BA,INEMA,Corrente,1,2,0.02,0.02,0.02,0,-13.40128,-44.19818
-43.54081,-13.14949999958146,746,CRBCRT800,BA,INEMA,Corrente,1,2,0.02,0.02,0.02,0,-13.1495,-43.54081
-44.46042,-13.630549999567332,747,CRBFOM400,BA,INEMA,Formoso,1,2,0.035,0.02,0.05,0.021,-13.63055,-44.46042
-44.39414,-13.604189999568103,748,CRBFOM500,BA,INEMA,Formoso,1,2,0.035,0.02,0.05,0.021,-13.60419,-44.39414
-44.62158,-13.185079999580442,749,CRBGUA400,BA,INEMA,Guará,1,2,0.02,0.02,0.02,0,-13.18508,-44.62158
-45.08028,-13.980279999557094,750,CRBPRT800,BA,INEMA,Pratudão,1,2,0.02,0.02,0.02,0,-13.98028,-45.08028
-43.76661,-14.309359999547571,751,CRBRSF120,BA,INEMA,São Francisco,1,3,0.083,0.02,0.21,0.11,-14.30936,-43.76661
-43.46675,-13.342499999575743,752,CRBRSF200,BA,INEMA,São Francisco,1,2,0.065,0.04,0.09,0.035,-13.3425,-43.46675
-43.43489,-13.254809999578377,753,CRBRSF220,BA,INEMA,São Francisco,1,2,0.04,0.02,0.06,0.028,-13.25481,-43.43489
-43.46461,-13.089109999583254,754,CRBRSF250,BA,INEMA,São Francisco,1,2,0.02,0.02,0.02,0,-13.08911,-43.46461
-43.41,-12.909999999588583,755,CRBRSF270,BA,INEMA,São Francisco,1,2,0.02,0.02,0.02,0,-12.91,-43.41
-46.8247,-23.331699999313173,756,CRIS03400,SP,CETESB,Ribeirão dos Cristais,1,6,0.048,0.03,0.07,0.018,-23.3317,-46.8247
-40.807,-5.261479999827456,757,CRN01,CE,COGERH,Carnaubal,2,3,0.195,0.146,0.288,0.08,-5.26148,-40.807
-45.62771,-15.016999999527215,758,CRNCRN100,BA,INEMA,Carinhanha,1,2,0.025,0.02,0.03,0.007,-15.017,-45.62771
-38.4621,-5.3837999998235,759,CRO02,CE,COGERH,Informação não disponível,2,4,0.257,0.071,0.363,0.131,-5.3838,-38.4621
-48.03375,-16.010759999499165,760,CRPALG010,DF,CAESB,Rio Alagado  Relocado,1,5,0.026,0.02,0.038,0.008,-16.01076,-48.03375
-48.05986,-16.041089999498304,761,CRPALG020,DF,CAESB,Rio Alagado,1,5,0.074,0.034,0.109,0.033,-16.04109,-48.05986
-48.15051,-16.09514999949679,762,CRPALG030,DF,CAESB,Rio Alagado,1,5,0.076,0.046,0.093,0.02,-16.09515,-48.15051
-48.15556,-16.107859999496455,763,CRPALG040,DF,CAESB,Rio Alagado,1,5,0.126,0.061,0.181,0.049,-16.10786,-48.15556
-48.11642,-15.950909999500842,764,CRPCMJ010,DF,CAESB,Córrego Monjolo,1,4,0.025,0.02,0.028,0.003,-15.95091,-48.11642
-48.0693,-15.830109999504202,765,CRPCOR010,DF,CAESB,Córrego Cortado  novo ponto,1,5,0.024,0.02,0.03,0.004,-15.83011,-48.0693
-48.02413,-15.820619999504496,766,CRPCSA010,DF,CAESB,COL Agricola Águas Claras  Córrego Samambaia,1,9,0.101,0.02,0.606,0.191,-15.82062,-48.02413
-48.04913,-15.85699999950349,767,CRPCTT010,DF,CAESB,CRG Taguatinga,1,5,0.026,0.02,0.041,0.009,-15.857,-48.04913
-48.10045,-15.903899999502158,768,CRPCVB010,DF,CAESB,Córrego Vargem da Benção,1,4,0.022,0.02,0.025,0.002,-15.9039,-48.10045
-48.12656,-15.92411999950159,769,CRPCVB020,DF,CAESB,Córrego Vargem da Benção  novo,1,4,0.024,0.02,0.031,0.005,-15.92412,-48.12656
-48.13083,-15.930089999501417,770,CRPCVB030,DF,CAESB,Córrego Vargem da Benção,1,4,0.349,0.083,0.605,0.279,-15.93009,-48.13083
-48.00694,-15.78578999950547,771,CRPCVP010,DF,CAESB,COL Agricola Águas Claras  Córrego Vicente Pires,1,8,0.044,0.02,0.161,0.048,-15.78579,-48.00694
-48.00425,-15.814109999504693,772,CRPCVP020,DF,CAESB,COL Agricola Águas Claras Córrego Vicente Pires,1,8,0.028,0.02,0.064,0.016,-15.81411,-48.00425
-47.99518,-15.826719999504332,773,CRPCVP030,DF,CAESB,COL Agricola Águas Claras Córrego Vicente Pires,1,8,0.04,0.02,0.088,0.027,-15.82672,-47.99518
-47.99134,-15.837569999504028,774,CRPCVP040,DF,CAESB,COL Agricola Águas Claras Córrego Vicente Pires,1,8,0.04,0.02,0.084,0.024,-15.83757,-47.99134
-47.95887,-15.864389999503256,775,CRPCVP050,DF,CAESB,COL Agricola Águas Claras Córrego Vicente Pires,1,8,0.05,0.02,0.111,0.036,-15.86439,-47.95887
-47.69603,-15.605449999510546,776,CRPMDR010,DF,CAESB,Ribeirâo Mestre D'Armas  Ex MD-10,1,5,0.159,0.02,0.258,0.124,-15.60545,-47.69603
-47.67999,-15.65650999950911,777,CRPMDR030,DF,CAESB,Ribeirão Mestre D'Armas  Ex MD-30,1,5,0.384,0.059,0.682,0.26,-15.65651,-47.67999
-48.15006,-15.85661999950349,778,CRPMLC010,DF,CAESB,Rio Melchior  novo,1,5,0.072,0.037,0.093,0.022,-15.85662,-48.15006
-48.18096,-15.857069999503475,779,CRPMLC020,DF,CAESB,Rio Melchior,1,5,0.662,0.193,1.126,0.412,-15.85707,-48.18096
-48.25312,-15.908319999502018,780,CRPMLC030,DF,CAESB,Rio Melchior,1,5,0.741,0.284,1.065,0.4,-15.90832,-48.25312
-48.25678,-15.942419999501087,781,CRPRDE010,DF,CAESB,Rio Descoberto,1,5,0.414,0.117,0.774,0.32,-15.94242,-48.25678
-47.76894,-15.792109999505255,782,CRPRPA010,DF,CAESB,Rio Paranoá  relocado,1,5,0.059,0.02,0.164,0.06,-15.79211,-47.76894
-47.7503,-15.790189999505317,783,CRPRPA020,DF,CAESB,Rio Paranoá relocado,1,5,0.223,0.02,1.027,0.45,-15.79019,-47.7503
-47.70717,-15.809689999504776,784,CRPRPA030,DF,CAESB,Rio Paranoá  100 Após Jusante,1,5,0.032,0.02,0.053,0.013,-15.80969,-47.70717
-48.11849,-15.991219999499698,785,CRPRPT010,DF,CAESB,Ribeirão Ponte Alta  Ex PA-10,1,5,0.098,0.02,0.211,0.079,-15.99122,-48.11849
-48.12197,-16.011759999499105,786,CRPRPT020,DF,CAESB,Ribeirão Ponte Alta  Ex PA-20,1,5,0.113,0.059,0.247,0.076,-16.01176,-48.12197
-48.0309,-15.891159999502515,787,CRPRRF010,DF,CAESB,Riacho Fundo  relocado,1,5,0.022,0.02,0.031,0.005,-15.89116,-48.0309
-48.03057,-15.891479999502492,788,CRPRRF020,DF,CAESB,Ribeirão Riacho Fundo  relocado,1,5,0.624,0.162,1.004,0.389,-15.89148,-48.03057
-47.99825,-15.887839999502573,789,CRPRRF030,DF,CAESB,Ribeirão Riacho Fundo  relocado,1,5,0.204,0.08,0.415,0.145,-15.88784,-47.99825
-47.96065,-15.865299999503211,790,CRPRRF040,DF,CAESB,Ribeirão Riacho Fundo,1,5,0.063,0.029,0.132,0.04,-15.8653,-47.96065
-47.93616,-15.850859999503637,791,CRPRRF050,DF,CAESB,Ribeirão Riacho Fundo,1,5,0.058,0.02,0.136,0.049,-15.85086,-47.93616
-48.2897,-15.637689999509636,792,CRPRRV010,DF,CAESB,Rio Verde  Após confluência com Córrego Bocaina,1,8,0.51,0.192,1.145,0.321,-15.63769,-48.2897
-48.34281,-15.63166999950977,793,CRPRRV030,DF,CAESB,Rio Verde  Montante Comunidade Baixa do Rio Verde,1,4,0.131,0.053,0.226,0.08,-15.63167,-48.34281
-48.38909,-15.629649999509867,794,CRPRRV040,DF,CAESB,Rio Verde  Montante Comunidade Baixa do Rio Verde,1,4,0.096,0.055,0.126,0.034,-15.62965,-48.38909
-47.79166,-15.639549999509551,795,CRPRSB010,DF,CAESB,Ribeirão Sobradinho,1,6,0.048,0.02,0.146,0.05,-15.63955,-47.79166
-47.81592,-15.660609999508987,796,CRPRSB020,DF,CAESB,Ribeirão Sobradinho  novo ponto,1,6,0.031,0.02,0.056,0.018,-15.66061,-47.81592
-47.8102,-15.666589999508787,797,CRPRSB030,DF,CAESB,Ribeirão Sobradinho,1,6,0.21,0.081,0.619,0.203,-15.66659,-47.8102
-47.76589,-15.71266999950751,798,CRPRSB040,DF,CAESB,Ribeirão Sobradinho,1,6,0.286,0.138,0.574,0.149,-15.71267,-47.76589
-47.6806,-15.731989999506963,799,CRPRSB050,DF,CAESB,Ribeirão Sobradinho,1,6,0.203,0.02,0.767,0.28,-15.73199,-47.6806
-47.78085,-15.91807999950171,800,CRPSAP010,DF,CAESB,Ribeirão Santo Antônio da Papuda,1,4,0.06,0.02,0.179,0.08,-15.91808,-47.78085
-47.75062,-15.90126999950223,801,CRPSAP020,DF,CAESB,Ribeirão Santo Antônio da Papuda  novo ponto,1,4,0.097,0.021,0.245,0.101,-15.90127,-47.75062
-47.74768,-15.899669999502274,802,CRPSAP030,DF,CAESB,Ribeirão Santo Antônio da Papuda  antigo PP02,1,4,0.494,0.066,0.899,0.345,-15.89967,-47.74768
-47.66551,-15.677139999508517,803,CRPSBT010,DF,CAESB,Rio São Bartolomeu  Ex BA-10,1,5,0.235,0.094,0.443,0.16,-15.67714,-47.66551
-47.67246,-15.69127999950811,804,CRPSBT020,DF,CAESB,Rio São Bartolomeu  Ex BA-20,1,5,0.28,0.135,0.451,0.128,-15.69128,-47.67246
-47.6675,-22.129719999340942,805,CRUM02050,SP,CETESB,Rio Corumbataí,1,6,0.025,0.02,0.04,0.008,-22.12972,-47.6675
-47.05889,-22.324719999336352,806,CRUM02080,SP,CETESB,Rio Corumbataí,1,6,0.105,0.03,0.41,0.15,-22.32472,-47.05889
-47.57,-22.346939999335827,807,CRUM02100,SP,CETESB,Rio Corumbataí,1,6,0.058,0.03,0.14,0.042,-22.34694,-47.57
-47.6239,-22.514999999331881,808,CRUM02200,SP,CETESB,Rio Corumbataí,1,6,0.37,0.09,0.6,0.176,-22.515,-47.6239
-47.68361,-22.581389999330344,809,CRUM02300,SP,CETESB,Rio Corumbataí,1,6,1.102,0.2,5,1.911,-22.58139,-47.68361
-47.6828,-22.633599999329146,810,CRUM02500,SP,CETESB,Rio Corumbataí,1,6,0.258,0.2,0.35,0.066,-22.6336,-47.6828
-47.67694,-22.68443999932796,811,CRUM02900,SP,CETESB,Rio Corumbataí,1,6,0.33,0.2,0.5,0.105,-22.68444,-47.67694
-38.30406,-4.136529999864044,812,CRV01,CE,COGERH,Informação não disponível,2,4,0.066,0.013,0.1,0.04,-4.13653,-38.30406
